VIN,Price,manufacturer,security_codes,model,engine,check_digit,model_year,plant_code,serial_number
1FAFP44493F392770,4600,1FA,F,P44,4,9,3,F,392770
3FAHP0CG7CR221533,15600,3FA,H,P0C,G,7,C,R,221533
1FTFW1EV2AFD68357,19700,1FT,F,W1E,V,2,A,F,D68357
1FTNF1EF6DKD92595,22900,1FT,N,F1E,F,6,D,K,D92595
1FTFX1EFXCFC60013,23700,1FT,F,X1E,F,X,C,F,C60013
1FAHP3F29CL243162,9200,1FA,H,P3F,2,9,C,L,243162
2FMDK36C18BA34985,6300,2FM,D,K36,C,1,8,B,A34985
1FBNE3BL3EDA67678,21100,1FB,N,E3B,L,3,E,D,A67678
3FA6P0LU7DR103965,15900,3FA,6,P0L,U,7,D,R,103965
1FMEU64E66UB15105,4800,1FM,E,U64,E,6,6,U,B15105
1FAFP45X22F147560,2100,1FA,F,P45,X,2,2,F,147560
1FMCU0F76DUA60980,10000,1FM,C,U0F,7,6,D,U,A60980
1FMCU9DG6CKC69508,13900,1FM,C,U9D,G,6,C,K,C69508
1FAHP2DW3BG145333,10400,1FA,H,P2D,W,3,B,G,145333
1FT7X3B62CEB07443,9900,1FT,7,X3B,6,2,C,E,B07443
3FADP4EJ4EM151004,9500,3FA,D,P4E,J,4,E,M,151004
1ZVBP8EM6E5265074,18100,1ZV,B,P8E,M,6,E,5,265074
1ZVBP8AM9E5299922,17100,1ZV,B,P8A,M,9,E,5,299922
1FTSE34L53HA79252,2300,1FT,S,E34,L,5,3,H,A79252
1FAHP3K20CL100509,8100,1FA,H,P3K,2,0,C,L,100509
3FADP0L34BR308137,9300,3FA,D,P0L,3,4,B,R,308137
3FA6P0H72DR111720,14900,3FA,6,P0H,7,2,D,R,111720
1FM5K8F8XDGC72446,27000,1FM,5,K8F,8,X,D,G,C72446
1FAFP34N17W280117,3200,1FA,F,P34,N,1,7,W,280117
1FTFW1EV0AKA73443,24200,1FT,F,W1E,V,0,A,K,A73443
1FTFW1EF8CFB41492,34600,1FT,F,W1E,F,8,C,F,B41492
1FADP3K22DL218982,11700,1FA,D,P3K,2,2,D,L,218982
1FAHP2F89FG102975,21495,1FA,H,P2F,8,9,F,G,102975
1FTFW1ET0EFB63592,27100,1FT,F,W1E,T,0,E,F,B63592
1FM5K7D89DGB24477,25000,1FM,5,K7D,8,9,D,G,B24477
1FADP3K27DL341905,9200,1FA,D,P3K,2,7,D,L,341905
1FMZU73W52UC96743,2100,1FM,Z,U73,W,5,2,U,C96743
1FAFP56U27A182288,2100,1FA,F,P56,U,2,7,A,182288
1FM5K7F89FGA15498,31500,1FM,5,K7F,8,9,F,G,A15498
1ZVBP8CF1E5329073,23500,1ZV,B,P8C,F,1,E,5,329073
1FTKR1AD2BPB00732,10400,1FT,K,R1A,D,2,B,P,B00732
1FMFU18507LA88220,8200,1FM,F,U18,5,0,7,L,A88220
1FTRW12W88FB10882,9100,1FT,R,W12,W,8,8,F,B10882
1FTRX14566FA77136,9800,1FT,R,X14,5,6,6,F,A77136
3FADP4EJ7CM102506,7600,3FA,D,P4E,J,7,C,M,102506
1FTNX21F4YEE48062,6600,1FT,N,X21,F,4,Y,E,E48062
1ZVBP8EM7E5238353,15001,1ZV,B,P8E,M,7,E,5,238353
1FTPX14V87FA12698,11000,1FT,P,X14,V,8,7,F,A12698
1FADP3K25EL318852,11800,1FA,D,P3K,2,5,E,L,318852
1FAHP3FN7AW164594,7100,1FA,H,P3F,N,7,A,W,164594
1ZVBP8AM8E5282867,19600,1ZV,B,P8A,M,8,E,5,282867
1FADP3F29DL223719,9900,1FA,D,P3F,2,9,D,L,223719
3FAHP0JGXBR346351,9900,3FA,H,P0J,G,X,B,R,346351
1FBNE3BL3EDA82648,19600,1FB,N,E3B,L,3,E,D,A82648
3FA6P0LUXDR294829,13700,3FA,6,P0L,U,X,D,R,294829
1FMCU0E76CKC15815,14500,1FM,C,U0E,7,6,C,K,C15815
3FAHP0CG5CR282492,12100,3FA,H,P0C,G,5,C,R,282492
1FTSW21R08EB20430,14800,1FT,S,W21,R,0,8,E,B20430
1FMFU15528LA35329,4800,1FM,F,U15,5,2,8,L,A35329
1FM5K7D85DGC19263,21500,1FM,5,K7D,8,5,D,G,C19263
1FTRF12W15NA32379,8600,1FT,R,F12,W,1,5,N,A32379
3FA6P0H76DR214039,15400,3FA,6,P0H,7,6,D,R,214039
3FAHP0HA6CR371427,11400,3FA,H,P0H,A,6,C,R,371427
3FA6P0H79DR280438,11200,3FA,6,P0H,7,9,D,R,280438
1FAHP2E89DG154623,14400,1FA,H,P2E,8,9,D,G,154623
1FADP3F25DL162854,10800,1FA,D,P3F,2,5,D,L,162854
1FMCU9H97DUC21520,22600,1FM,C,U9H,9,7,D,U,C21520
1FAHP2F86EG183349,21800,1FA,H,P2F,8,6,E,G,183349
3FA6P0K91ER323326,17700,3FA,6,P0K,9,1,E,R,323326
1FMEU72E06UA65326,3600,1FM,E,U72,E,0,6,U,A65326
1FTYR14U98PA50281,6000,1FT,Y,R14,U,9,8,P,A50281
1FMCU9EG1CKB87328,15400,1FM,C,U9E,G,1,C,K,B87328
1FTWW33R48EA48037,26800,1FT,W,W33,R,4,8,E,A48037
1FBSS3BL2EDA50964,23000,1FB,S,S3B,L,2,E,D,A50964
1FMCU9G95DUD55878,12500,1FM,C,U9G,9,5,D,U,D55878
2FMDK3JCXBBB26207,16100,2FM,D,K3J,C,X,B,B,B26207
1FMCU03759KB76534,5600,1FM,C,U03,7,5,9,K,B76534
3FAHP0HG0CR215467,8900,3FA,H,P0H,G,0,C,R,215467
1FM5K8F8XDGC03711,33100,1FM,5,K8F,8,X,D,G,C03711
1FTRX17L01NA69834,4500,1FT,R,X17,L,0,1,N,A69834
3FA6P0H96DR160632,15800,3FA,6,P0H,9,6,D,R,160632
1FMZU63KX5UB21352,3200,1FM,Z,U63,K,X,5,U,B21352
2FMDK3GCXABB57978,13400,2FM,D,K3G,C,X,A,B,B57978
1FMCU9D70CKA35803,12500,1FM,C,U9D,7,0,C,K,A35803
1FMYU92ZX7KB99494,4600,1FM,Y,U92,Z,X,7,K,B99494
1FADP3F29EL296834,12400,1FA,D,P3F,2,9,E,L,296834
3FAHP0HA6BR317690,7800,3FA,H,P0H,A,6,B,R,317690
3FAHP0HA6CR358483,11100,3FA,H,P0H,A,6,C,R,358483
1FMCU9GX9DUB09334,15400,1FM,C,U9G,X,9,D,U,B09334
1ZVHT80N365155834,4300,1ZV,H,T80,N,3,6,5,155834
1FMCU94G29KC55260,8100,1FM,C,U94,G,2,9,K,C55260
1FTZR45E88PA52505,8500,1FT,Z,R45,E,8,8,P,A52505
1FTNE2EWXEDA30896,21100,1FT,N,E2E,W,X,E,D,A30896
1FMCU03158KB53426,6000,1FM,C,U03,1,5,8,K,B53426
3FAHP0JA7BR268140,10600,3FA,H,P0J,A,7,B,R,268140
2FMDK3AK7BBB39553,16200,2FM,D,K3A,K,7,B,B,B39553
1FADP3J2XDL334416,13800,1FA,D,P3J,2,X,D,L,334416
1FM5K8D83DGC81797,23900,1FM,5,K8D,8,3,D,G,C81797
1FM5K8GT1DGB87871,35000,1FM,5,K8G,T,1,D,G,B87871
1FMJU1J58BEF34003,25000,1FM,J,U1J,5,8,B,E,F34003
1FAHP3H22CL288375,10700,1FA,H,P3H,2,2,C,L,288375
1FTKR1AD0BPA50283,8700,1FT,K,R1A,D,0,B,P,A50283
1FM5K8D82DGC89003,29300,1FM,5,K8D,8,2,D,G,C89003
1FTEX1CM8BFB66031,11400,1FT,E,X1C,M,8,B,F,B66031
1FAHP2EW6CG106090,16000,1FA,H,P2E,W,6,C,G,106090
1FM5K7D89EGC57712,29600,1FM,5,K7D,8,9,E,G,C57712
3FAHP0KC8CR257214,15300,3FA,H,P0K,C,8,C,R,257214
3FADP4BJ9DM132399,10500,3FA,D,P4B,J,9,D,M,132399
1FMJK1J55BEF13843,19800,1FM,J,K1J,5,5,B,E,F13843
1FTSX20P27EA67404,1450,1FT,S,X20,P,2,7,E,A67404
3FA6P0K98DR162570,17300,3FA,6,P0K,9,8,D,R,162570
1FMHK7D85CGA85270,21400,1FM,H,K7D,8,5,C,G,A85270
1FTEX1CM1BFB14871,20600,1FT,E,X1C,M,1,B,F,B14871
2FMDK49CX7BA76331,5600,2FM,D,K49,C,X,7,B,A76331
1FMCU93128KE09316,7100,1FM,C,U93,1,2,8,K,E09316
2FMDK4JC5CBA25325,20200,2FM,D,K4J,C,5,C,B,A25325
1FTNE2EW7EDA42648,19400,1FT,N,E2E,W,7,E,D,A42648
3FA6P0H98DR310823,12150,3FA,6,P0H,9,8,D,R,310823
1FMCU9G98DUB56887,13100,1FM,C,U9G,9,8,D,U,B56887
1FAFP34N27W180138,2900,1FA,F,P34,N,2,7,W,180138
1FAHP2E87DG108269,12800,1FA,H,P2E,8,7,D,G,108269
1ZVBP8AM1E5201580,18200,1ZV,B,P8A,M,1,E,5,201580
3FA6P0HD8FR138221,19400,3FA,6,P0H,D,8,F,R,138221
1FAHP2F80EG180012,17000,1FA,H,P2F,8,0,E,G,180012
1FTNF1CF4EKD63620,19800,1FT,N,F1C,F,4,E,K,D63620
3FAHP07Z27R178902,2800,3FA,H,P07,Z,2,7,R,178902
1FTLR4FE1APA42702,17200,1FT,L,R4F,E,1,A,P,A42702
1FTFW1EF1EFA19513,27200,1FT,F,W1E,F,1,E,F,A19513
1FADP3E29DL175348,7500,1FA,D,P3E,2,9,D,L,175348
1ZVBP8EM0E5231809,14100,1ZV,B,P8E,M,0,E,5,231809
1FMHK7F97CGA84126,23800,1FM,H,K7F,9,7,C,G,A84126
3FA6P0HD3ER144071,14800,3FA,6,P0H,D,3,E,R,144071
2FMHK6D83DBD14046,17000,2FM,H,K6D,8,3,D,B,D14046
3FA6P0H74DR244396,11800,3FA,6,P0H,7,4,D,R,244396
1ZVBP8EM4D5272359,12500,1ZV,B,P8E,M,4,D,5,272359
1FA6P8CF4F5319925,29000,1FA,6,P8C,F,4,F,5,319925
3FA6P0HR4DR275911,14400,3FA,6,P0H,R,4,D,R,275911
2FMDK3GC4DBB25127,17600,2FM,D,K3G,C,4,D,B,B25127
1FAFP45X6XF230156,5300,1FA,F,P45,X,6,X,F,230156
3FA6P0HD3ER138139,14700,3FA,6,P0H,D,3,E,R,138139
1FMJU1J53AEA17478,13100,1FM,J,U1J,5,3,A,E,A17478
1FM5K7F80EGB64395,23600,1FM,5,K7F,8,0,E,G,B64395
1FAFP45X4WF165841,2100,1FA,F,P45,X,4,W,F,165841
1FMCU0GX2DUC33571,15700,1FM,C,U0G,X,2,D,U,C33571
1FMCU93115KC51322,5900,1FM,C,U93,1,1,5,K,C51322
1FTFW1CF7CFC50111,26200,1FT,F,W1C,F,7,C,F,C50111
3FAHP0HA9CR425996,13000,3FA,H,P0H,A,9,C,R,425996
1FMJU1J56EEF15390,31500,1FM,J,U1J,5,6,E,E,F15390
2FMZA51644BA66989,1600,2FM,Z,A51,6,4,4,B,A66989
3FA6P0RU4ER261401,20500,3FA,6,P0R,U,4,E,R,261401
1FTFW1EF4EFA95386,26000,1FT,F,W1E,F,4,E,F,A95386
1FMCU0DG6CKA47093,14400,1FM,C,U0D,G,6,C,K,A47093
2FMDK4JC9EBA72201,24400,2FM,D,K4J,C,9,E,B,A72201
3FADP4EJ7EM133998,7100,3FA,D,P4E,J,7,E,M,133998
3FAHP0JG1CR256619,11600,3FA,H,P0J,G,1,C,R,256619
3FADP4EJ5DM142651,9400,3FA,D,P4E,J,5,D,M,142651
1ZVHT80N885138840,4800,1ZV,H,T80,N,8,8,5,138840
1FD4E45S38DB47837,10900,1FD,4,E45,S,3,8,D,B47837
3FADP4CJXEM221348,12800,3FA,D,P4C,J,X,E,M,221348
1FADP3K2XDL291985,10100,1FA,D,P3K,2,X,D,L,291985
1FTEX1E88AFC48355,17400,1FT,E,X1E,8,8,A,F,C48355
1FTNW21L23EC84408,7800,1FT,N,W21,L,2,3,E,C84408
2FMDK3JC9DBB57466,19200,2FM,D,K3J,C,9,D,B,B57466
1FTFX1EF9DKE06670,15600,1FT,F,X1E,F,9,D,K,E06670
3FA6P0H75ER178894,12600,3FA,6,P0H,7,5,E,R,178894
1FTSW21R69EA53382,17500,1FT,S,W21,R,6,9,E,A53382
1FDSS3BL3ADA58900,14600,1FD,S,S3B,L,3,A,D,A58900
2FMGK5DC6ABA39147,15600,2FM,G,K5D,C,6,A,B,A39147
1FTPX14504NA31070,9600,1FT,P,X14,5,0,4,N,A31070
3FA6P0H71ER171814,13800,3FA,6,P0H,7,1,E,R,171814
2FMDK3K96CBA33740,21000,2FM,D,K3K,9,6,C,B,A33740
3FA6P0H7XDR341232,14000,3FA,6,P0H,7,X,D,R,341232
2FMDK3JC9CBA07758,19000,2FM,D,K3J,C,9,C,B,A07758
1FTFW1ET6EFB08015,26100,1FT,F,W1E,T,6,E,F,B08015
1FMCU0H98DUD71065,14900,1FM,C,U0H,9,8,D,U,D71065
3FADP4BJ1DM205281,9500,3FA,D,P4B,J,1,D,M,205281
1FADP3F23DL153702,9600,1FA,D,P3F,2,3,D,L,153702
3FA6P0H99ER279468,17200,3FA,6,P0H,9,9,E,R,279468
1FTPX14544NA48275,3000,1FT,P,X14,5,4,4,N,A48275
1FAHP2F8XDG136632,15000,1FA,H,P2F,8,X,D,G,136632
1ZVBP8EMXE5238332,16700,1ZV,B,P8E,M,X,E,5,238332
1FM5K7F85EGC24543,29800,1FM,5,K7F,8,5,E,G,C24543
3FA6P0H95ER360886,13200,3FA,6,P0H,9,5,E,R,360886
1FTRX14WX5FA82234,4800,1FT,R,X14,W,X,5,F,A82234
1FTFW1ET8BKD59007,22000,1FT,F,W1E,T,8,B,K,D59007
1FAFP40452F214553,3900,1FA,F,P40,4,5,2,F,214553
1FMFU19567LA02195,9600,1FM,F,U19,5,6,7,L,A02195
1FAHP3FN6AW261205,5400,1FA,H,P3F,N,6,A,W,261205
1FMFU195X6LA76217,4200,1FM,F,U19,5,X,6,L,A76217
1FTYR10D99PA65354,4700,1FT,Y,R10,D,9,9,P,A65354
3FADP4BJ0CM106885,6000,3FA,D,P4B,J,0,C,M,106885
1FAHP3K26CL374703,8500,1FA,H,P3K,2,6,C,L,374703
1FTFW1E64BFA66899,24000,1FT,F,W1E,6,4,B,F,A66899
1FMCU0GX1DUC77612,16200,1FM,C,U0G,X,1,D,U,C77612
1FMFK17537LA85495,10800,1FM,F,K17,5,3,7,L,A85495
3FAHP0HA1CR304590,8600,3FA,H,P0H,A,1,C,R,304590
1FTSE34L79DA28061,9000,1FT,S,E34,L,7,9,D,A28061
1ZVFT82H755151167,7100,1ZV,F,T82,H,7,5,5,151167
3FA6P0K98ER323369,19200,3FA,6,P0K,9,8,E,R,323369
1FMCU9E70CKB47810,17200,1FM,C,U9E,7,0,C,K,B47810
2FMGK5B82EBD18700,18500,2FM,G,K5B,8,2,E,B,D18700
1FTRW08L61KB86699,5000,1FT,R,W08,L,6,1,K,B86699
1FM5K8F86DGA37655,26300,1FM,5,K8F,8,6,D,G,A37655
3FADP4EJ3EM108368,7900,3FA,D,P4E,J,3,E,M,108368
1FTPW14505FB07966,10300,1FT,P,W14,5,0,5,F,B07966
1FADP3F21EL155630,10500,1FA,D,P3F,2,1,E,L,155630
1FAFP34N95W100721,1800,1FA,F,P34,N,9,5,W,100721
1FTNE24W26DB34964,4200,1FT,N,E24,W,2,6,D,B34964
1FMCU9G92EUA24046,19500,1FM,C,U9G,9,2,E,U,A24046
2FMDK3KCXBBB35536,15100,2FM,D,K3K,C,X,B,B,B35536
1FAFP45X6YF227744,11000,1FA,F,P45,X,6,Y,F,227744
1FT8W3BT3DEA95687,33500,1FT,8,W3B,T,3,D,E,A95687
1FMCU22X0TUB32627,1200,1FM,C,U22,X,0,T,U,B32627
2FMDK3AC4ABA27915,18000,2FM,D,K3A,C,4,A,B,A27915
1FTZR45E87PA18207,9200,1FT,Z,R45,E,8,7,P,A18207
3FAHP0JA6CR411855,14100,3FA,H,P0J,A,6,C,R,411855
1FADP3F29EL272839,13400,1FA,D,P3F,2,9,E,L,272839
1FADP3F24DL261276,11000,1FA,D,P3F,2,4,D,L,261276
1FMCU0E7XCKC63897,17100,1FM,C,U0E,7,X,C,K,C63897
1FMCU9G95DUA74471,14500,1FM,C,U9G,9,5,D,U,A74471
1FTYR10C6XPB26051,1600,1FT,Y,R10,C,6,X,P,B26051
1ZVBP8CU3D5205514,34600,1ZV,B,P8C,U,3,D,5,205514
1FMZU63E75UB37762,2600,1FM,Z,U63,E,7,5,U,B37762
2FMDK36C98BA87627,6100,2FM,D,K36,C,9,8,B,A87627
1FMCU9HX0DUC60836,21200,1FM,C,U9H,X,0,D,U,C60836
1FMEU63EX7UA60113,3000,1FM,E,U63,E,X,7,U,A60113
1FTNE24W27DA66036,6500,1FT,N,E24,W,2,7,D,A66036
2FMDK3J93CBA92732,21100,2FM,D,K3J,9,3,C,B,A92732
1FTNF1CF5EKD17603,18100,1FT,N,F1C,F,5,E,K,D17603
2FMDK4AK4CBA85913,24100,2FM,D,K4A,K,4,C,B,A85913
2FMDK3JC2DBA79841,20800,2FM,D,K3J,C,2,D,B,A79841
3FA6P0K94ER279063,17800,3FA,6,P0K,9,4,E,R,279063
1FMCU9HX7DUB70020,18600,1FM,C,U9H,X,7,D,U,B70020
1FTRX18W02NA50520,4000,1FT,R,X18,W,0,2,N,A50520
1FAHP2F8XEG149625,9200,1FA,H,P2F,8,X,E,G,149625
1FTNE24L08DA81433,2900,1FT,N,E24,L,0,8,D,A81433
1FTFW1CT3BFB04440,26500,1FT,F,W1C,T,3,B,F,B04440
1FMCU02709KB46410,4700,1FM,C,U02,7,0,9,K,B46410
1FMZU73K25UB55064,1300,1FM,Z,U73,K,2,5,U,B55064
3FAHP0JAXCR241550,12900,3FA,H,P0J,A,X,C,R,241550
1FMCU0HX3DUB53288,17600,1FM,C,U0H,X,3,D,U,B53288
1FTPX02565KD02682,7700,1FT,P,X02,5,6,5,K,D02682
1ZVBP8CF3E5261407,23000,1ZV,B,P8C,F,3,E,5,261407
1FM5K8F81EGC48778,33200,1FM,5,K8F,8,1,E,G,C48778
1FMCU0F70DUC01106,15700,1FM,C,U0F,7,0,D,U,C01106
2FMDK3KCXBBA08642,15100,2FM,D,K3K,C,X,B,B,A08642
2FMGK5D83EBD17018,26800,2FM,G,K5D,8,3,E,B,D17018
1FAHP3M2XCL349185,7901,1FA,H,P3M,2,X,C,L,349185
1FMCU04GX9KB87043,7100,1FM,C,U04,G,X,9,K,B87043
1FMPU165X5LB11569,8400,1FM,P,U16,5,X,5,L,B11569
2FMHK6DT0EBD32154,33000,2FM,H,K6D,T,0,E,B,D32154
1FM5K8F85EGA04857,28200,1FM,5,K8F,8,5,E,G,A04857
1FMCU0JX2EUA40489,23200,1FM,C,U0J,X,2,E,U,A40489
2FMDK4KCXDBC13046,19800,2FM,D,K4K,C,X,D,B,C13046
1FADP3K23EL239230,11100,1FA,D,P3K,2,3,E,L,239230
1FMCU0GX5DUB93633,16200,1FM,C,U0G,X,5,D,U,B93633
1FTYR10D28PA77991,6700,1FT,Y,R10,D,2,8,P,A77991
1FTRF12265KF14375,5100,1FT,R,F12,2,6,5,K,F14375
1FMCU9G95EUA07564,19300,1FM,C,U9G,9,5,E,U,A07564
1FAFP53U74A206505,1600,1FA,F,P53,U,7,4,A,206505
3FA6P0H72DR348076,12800,3FA,6,P0H,7,2,D,R,348076
1FTFW1EV5AFA05423,24400,1FT,F,W1E,V,5,A,F,A05423
1FMJU1J55BEF32189,26300,1FM,J,U1J,5,5,B,E,F32189
3FAHP06ZX7R225661,3500,3FA,H,P06,Z,X,7,R,225661
1FAFP34N36W105639,1450,1FA,F,P34,N,3,6,W,105639
2FMZA57655BA71840,1700,2FM,Z,A57,6,5,5,B,A71840
1FTPW14V39FA66142,17600,1FT,P,W14,V,3,9,F,A66142
3FAHP0HA0CR359015,10000,3FA,H,P0H,A,0,C,R,359015
3FADP4BJ5EM136807,9900,3FA,D,P4B,J,5,E,M,136807
1FADP3K22EL177514,11500,1FA,D,P3K,2,2,E,L,177514
1FTYR10C51TA14727,1150,1FT,Y,R10,C,5,1,T,A14727
1FAHP3F21CL473245,9900,1FA,H,P3F,2,1,C,L,473245
3FA6P0LU9ER308088,18700,3FA,6,P0L,U,9,E,R,308088
1FAHP3F29CL443037,9000,1FA,H,P3F,2,9,C,L,443037
1FMDU73W05UB04580,3600,1FM,D,U73,W,0,5,U,B04580
1FTFX1ET7DKF19944,24000,1FT,F,X1E,T,7,D,K,F19944
2FMDK3JC9CBA60945,14800,2FM,D,K3J,C,9,C,B,A60945
1FMPU17525LA40916,8000,1FM,P,U17,5,2,5,L,A40916
1FAHP2H84EG112678,19100,1FA,H,P2H,8,4,E,G,112678
3FA6P0H92DR139566,17500,3FA,6,P0H,9,2,D,R,139566
3FA6P0LU1DR179407,13500,3FA,6,P0L,U,1,D,R,179407
1FAHP3H25CL282554,13600,1FA,H,P3H,2,5,C,L,282554
1FMEU64E48UA83807,3000,1FM,E,U64,E,4,8,U,A83807
2FMDK4KC4DBC26682,21500,2FM,D,K4K,C,4,D,B,C26682
1FMCU03128KD30420,4500,1FM,C,U03,1,2,8,K,D30420
3FADP4EJ5DM200046,10900,3FA,D,P4E,J,5,D,M,200046
1FA6P0H74E5373615,14700,1FA,6,P0H,7,4,E,5,373615
1ZVFT82H565143599,16000,1ZV,F,T82,H,5,6,5,143599
1FMCU9GX7DUC94340,12400,1FM,C,U9G,X,7,D,U,C94340
1FM5K8F88DGA62377,33400,1FM,5,K8F,8,8,D,G,A62377
1FTNE24L78DA25246,1600,1FT,N,E24,L,7,8,D,A25246
1FM5K8D86EGA83636,32800,1FM,5,K8D,8,6,E,G,A83636
1FAFP34N65W195383,2650,1FA,F,P34,N,6,5,W,195383
3FAHP0CG3CR326845,15700,3FA,H,P0C,G,3,C,R,326845
1FMCU03145KD85320,5500,1FM,C,U03,1,4,5,K,D85320
1FTFW1CT0DFD52549,25400,1FT,F,W1C,T,0,D,F,D52549
1FT7W2BT8BEB24605,28250,1FT,7,W2B,T,8,B,E,B24605
1FTNS2EW1DDA76785,20200,1FT,N,S2E,W,1,D,D,A76785
1FTNF1CF2EKD16716,18500,1FT,N,F1C,F,2,E,K,D16716
1FTNE24W45HA49938,1200,1FT,N,E24,W,4,5,H,A49938
1FTPW12V86FA92766,9900,1FT,P,W12,V,8,6,F,A92766
3FA6P0K97DR190621,19000,3FA,6,P0K,9,7,D,R,190621
1FTRX18W52NB55652,8200,1FT,R,X18,W,5,2,N,B55652
1FMCU0GX6DUC64046,12900,1FM,C,U0G,X,6,D,U,C64046
1FAFP40482F128086,1600,1FA,F,P40,4,8,2,F,128086
1FTRX12W38FA07799,3700,1FT,R,X12,W,3,8,F,A07799
1FTFW1EF4DFC06971,23300,1FT,F,W1E,F,4,D,F,C06971
2FMGK5B88DBD17985,19800,2FM,G,K5B,8,8,D,B,D17985
1FMCU93168KC67049,9300,1FM,C,U93,1,6,8,K,C67049
3FADP4CJ7CM216573,8200,3FA,D,P4C,J,7,C,M,216573
1FM5K7F83EGC24914,19200,1FM,5,K7F,8,3,E,G,C24914
2FMDK3JC3DBA96762,23000,2FM,D,K3J,C,3,D,B,A96762
1FTPW14V09FB36132,20900,1FT,P,W14,V,0,9,F,B36132
1FMCU9D76CKB92736,11200,1FM,C,U9D,7,6,C,K,B92736
1FTEX1CM1EKD19635,23800,1FT,E,X1C,M,1,E,K,D19635
1FTSW21P87EA16992,20000,1FT,S,W21,P,8,7,E,A16992
2FMDK3KC1DBC38637,22100,2FM,D,K3K,C,1,D,B,C38637
2FMDK3GC6ABB09149,6800,2FM,D,K3G,C,6,A,B,B09149
2FMHK6C80EBD29929,24000,2FM,H,K6C,8,0,E,B,D29929
1FMCU9EG1CKB69766,5100,1FM,C,U9E,G,1,C,K,B69766
1FTLR4FE8BPA82891,14500,1FT,L,R4F,E,8,B,P,A82891
1FBNE3BL5CDB00094,17250,1FB,N,E3B,L,5,C,D,B00094
1FAHP2DW6BG173286,11200,1FA,H,P2D,W,6,B,G,173286
1FMCU0HX9DUC12764,19200,1FM,C,U0H,X,9,D,U,C12764
1ZVBP8EM2E5238356,14700,1ZV,B,P8E,M,2,E,5,238356
1FTFW1EV2AFC57792,20250,1FT,F,W1E,V,2,A,F,C57792
1FADP3K22EL283963,12500,1FA,D,P3K,2,2,E,L,283963
1FTSW21P07EA94327,24500,1FT,S,W21,P,0,7,E,A94327
1FADP3K23DL226072,11800,1FA,D,P3K,2,3,D,L,226072
1FMRU17W03LA50813,3800,1FM,R,U17,W,0,3,L,A50813
1FMCU9EG1CKB98782,15100,1FM,C,U9E,G,1,C,K,B98782
1FADP3F20DL187208,10500,1FA,D,P3F,2,0,D,L,187208
1FTKR4EE0BPA82364,12500,1FT,K,R4E,E,0,B,P,A82364
3FAHP0HA3BR233309,11900,3FA,H,P0H,A,3,B,R,233309
1FAHP2E95DG167734,12000,1FA,H,P2E,9,5,D,G,167734
1FMCU9D76CKC29767,11600,1FM,C,U9D,7,6,C,K,C29767
1FMCU0EG1CKC64775,17200,1FM,C,U0E,G,1,C,K,C64775
1FTRF12W09KA76686,3600,1FT,R,F12,W,0,9,K,A76686
1FMCU9H92DUD72555,6200,1FM,C,U9H,9,2,D,U,D72555
1FMFU17516LA48468,5100,1FM,F,U17,5,1,6,L,A48468
2FMDK3KC2DBA75626,17600,2FM,D,K3K,C,2,D,B,A75626
1FAHP2D82DG105670,11500,1FA,H,P2D,8,2,D,G,105670
1FTKR1ED5BPA35420,15100,1FT,K,R1E,D,5,B,P,A35420
1FADP3F26DL165083,10000,1FA,D,P3F,2,6,D,L,165083
2FMDK4JC2EBA86912,29000,2FM,D,K4J,C,2,E,B,A86912
1FAHP2E83DG103070,11200,1FA,H,P2E,8,3,D,G,103070
1FADP3F20DL298177,10300,1FA,D,P3F,2,0,D,L,298177
3FA6P0D91DR190661,32600,3FA,6,P0D,9,1,D,R,190661
2FMDK3KC2DBA73505,22000,2FM,D,K3K,C,2,D,B,A73505
1ZVBP8EMXE5231719,13750,1ZV,B,P8E,M,X,E,5,231719
1FMCU94G99KB61831,8000,1FM,C,U94,G,9,9,K,B61831
3FADP4EJ7CM145467,7300,3FA,D,P4E,J,7,C,M,145467
4F2CZ96113KM07972,2000,4F2,C,Z96,1,1,3,K,M07972
1ZVBP8EM4C5286471,9000,1ZV,B,P8E,M,4,C,5,286471
1FTNE2EW2EDA42623,21200,1FT,N,E2E,W,2,E,D,A42623
1FMCU0E72CKC80337,15700,1FM,C,U0E,7,2,C,K,C80337
3FA6P0H94DR310639,12100,3FA,6,P0H,9,4,D,R,310639
1FTKR1AD2BPB01234,8600,1FT,K,R1A,D,2,B,P,B01234
3FA6P0HR2DR150423,18000,3FA,6,P0H,R,2,D,R,150423
1FMCU9J96EUA15990,23300,1FM,C,U9J,9,6,E,U,A15990
1FMJU1J57EEF46213,36200,1FM,J,U1J,5,7,E,E,F46213
1FTNF1CF1EKD16335,19000,1FT,N,F1C,F,1,E,K,D16335
1FMNU43SXYEA38733,5000,1FM,N,U43,S,X,Y,E,A38733
1FAHP35N48W195636,2900,1FA,H,P35,N,4,8,W,195636
3FAHP0HAXBR156647,6000,3FA,H,P0H,A,X,B,R,156647
1FMCU9DG9AKC90527,9700,1FM,C,U9D,G,9,A,K,C90527
3FAHP0GAXCR231236,7000,3FA,H,P0G,A,X,C,R,231236
2FMDK3JC3DBA25464,21900,2FM,D,K3J,C,3,D,B,A25464
1ZVFT84N475335083,3700,1ZV,F,T84,N,4,7,5,335083
3FA6P0HR9DR195780,14000,3FA,6,P0H,R,9,D,R,195780
1FTRW12W74KC49497,9800,1FT,R,W12,W,7,4,K,C49497
